,T,year,month
559,9.970352801630192,1996.0,8.0
560,9.983022456576931,1996.0,9.0
561,9.977303039995398,1996.0,10.0
562,9.9891760698098,1996.0,11.0
563,9.984163460123407,1996.0,12.0
564,10.001575488742162,1997.0,1.0
565,10.002144147428584,1997.0,2.0
566,10.028088654607519,1997.0,3.0
567,10.047820503581464,1997.0,4.0
568,10.030231580430952,1997.0,5.0
569,9.999765313035725,1997.0,6.0
570,9.965228866268598,1997.0,7.0
571,9.962355472545605,1997.0,8.0
572,9.978755121967886,1997.0,9.0
573,9.988280619618402,1997.0,10.0
574,9.991678045761558,1997.0,11.0
575,9.997564112209156,1997.0,12.0
576,9.970720910608794,1998.0,1.0
577,10.03732069210979,1998.0,2.0
578,10.038056007231845,1998.0,3.0
579,10.040317573448574,1998.0,4.0
580,10.042624023206857,1998.0,5.0
581,10.044742286623585,1998.0,6.0
582,10.017464608829076,1998.0,7.0
583,9.99128805380805,1998.0,8.0
584,10.000644337535636,1998.0,9.0
585,10.046967103908957,1998.0,10.0
586,10.034035562503023,1998.0,11.0
587,10.04304615981624,1998.0,12.0
588,10.042936277198953,1999.0,1.0
589,10.031726809606964,1999.0,2.0
590,10.049922820060342,1999.0,3.0
591,10.083964379728739,1999.0,4.0
592,10.058558516720327,1999.0,5.0
593,10.041209042077666,1999.0,6.0
594,10.028071920219217,1999.0,7.0
595,10.021134748101677,1999.0,8.0
596,10.036678849274615,1999.0,9.0
597,10.028901211783516,1999.0,10.0
598,10.042306060898056,1999.0,11.0
599,10.038177296754775,1999.0,12.0
600,10.049468644479465,2000.0,1.0
601,10.070587991512173,2000.0,2.0
602,10.051234511959128,2000.0,3.0
603,10.025768877754967,2000.0,4.0
604,10.050155922135726,2000.0,5.0
605,10.03366047117837,2000.0,6.0
606,10.013988302766917,2000.0,7.0
607,10.025806792227973,2000.0,8.0
608,10.03720702722575,2000.0,9.0
609,10.041685004927695,2000.0,10.0
610,10.032633412617685,2000.0,11.0
611,10.0482264791209,2000.0,12.0
612,10.054188422337285,2001.0,1.0
613,10.059602496080732,2001.0,2.0
614,10.057146685717742,2001.0,3.0
615,10.054490102688804,2001.0,4.0
616,10.045433511530506,2001.0,5.0
